doi,title,date,type,is_oa,oa_status,cited_by,ml_score,bd_score,survey,authors,abstract_snippet
10.1109/tbdata.2026.3679583,MAVS:Matrix-Based Attention-Guided Variable Separation and Spectral Clustering for Cancer Subtype Identification,2026-03-31,article,False,closed,0,6,2,0,Ying Liang; K. Li; Chen Zeng; Yinglong Wang; Xiong Li,"Cancer comprises diverse subtypes with distinct clinical implications, making accurate classification essential for prognosis and prediction. Single-omics data are insufficient due to gene regulatory complexity, whereas multi-omics analysis offers broader mechanistic insights. Ca"
10.1109/tbdata.2025.3541560,"Blockchain-Empowered Federated Learning: Benefits, Challenges, and Solutions",2025-02-13,article,False,closed,25,5,2,0,Zeju Cai; Jianguo Chen; Yuting Fan; Zibin Zheng; Keqin Li,"Federated learning (FL) is a distributed machine learning approach that protects user data privacy by training models locally on clients and aggregating them on a parameter server. While effective at preserving privacy, FL systems face limitations such as single points of failure"
10.1109/tbdata.2025.3536928,Exploring the Trade-Offs: Unified Large Language Models vs Local Fine-Tuned Models for Highly-Specific Radiology NLI Task,2025-02-13,article,False,closed,10,6,1,0,Zihao Wu; Lu Zhang; Chao Cao; Xiaowei Yu; Zhengliang Liu; Lin Zhao,"Recently, ChatGPT and GPT-4 have emerged and gained immense global attention due to their unparalleled performance in language processing. Despite demonstrating impressive capability in various open-domain tasks, their adequacy in highly specific fields like radiology remains unt"
10.1109/tbdata.2025.3527200,Portraying Fine-Grained Tenant Portrait for Churn Prediction Using Semi-Supervised Graph Convolution and Attention Network,2025-01-08,article,False,closed,2,5,2,0,Zuodong Jin; Peng Qi; Muyan Yao; Dan Tao,"With the widespread application of big data and intelligent information systems, the tenant has become the main form of most scenarios. As a data mining technique, the portrait has been widely used to provide targeted services. Therefore, we transfer the traditional user-driven p"
10.1109/tbdata.2026.3695416,Approximate and Weighted Data Reconstruction Attack in Federated Learning,2026-05-20,article,True,green,2,6,1,0,Yongcun Song; Ziqi Wang; Enrique Zuazua,"Federated learning (FL) is a distributed learning paradigm that enables multiple clients to collaboratively train a machine learning model without sharing private data. Although FL is normally regarded as privacy-preserving by design, recent data reconstruction attacks demonstrat"
10.1109/tbdata.2025.3624975,Weakly-Supervised Camouflaged Object Detection via SAM-Guided Resolution Iteration Learning,2025-10-23,article,False,closed,1,6,1,0,Yanliang Ge; Yuxi Zhong; Qiao Zhang; Hongbo Bi; Tian-Zhu Xiang,"Weakly supervised camouflaged object detection (WS-COD) aims to address the critical task of identifying visually assimilated objects concealed within heterogeneous backgrounds under sparse supervisory signals. However, current WS-COD frameworks suffer from compromised structural"
10.1109/tbdata.2025.3576009,Bi-Directional Spatiotemporal Gated Graph Convolutional Network for Traffic Speed Prediction,2025-06-02,article,False,closed,0,5,2,0,Chaolong Jia; Fu Jiang; Bingyu Huang; Zheyi Kang; Rong Wang; Yunpeng Xiao,"Accurate traffic speed prediction plays a key role in transportation planning. Inspired by advanced natural language processing (NLP) techniques in speech recognition, this paper proposes a bidirectional spatio-temporal gated graph convolutional network (BiSTGG) based on the atte"
10.1109/tbdata.2025.3618482,STGym: A Modular Benchmark for Spatio-Temporal Networks With a Survey and Case Study on Traffic Forecasting,2025-10-06,article,False,closed,0,6,1,1,Chun-Wei Shen; Jiawei Jiang; Hsun-Ping Hsieh,"The rapid advancement of spatio-temporal domain has led to a surge of novel models. These models can typically be decomposed into different modules, such as various types of graph neural networks and temporal networks. Notably, many of these models share identical or similar modu"
10.1109/tbdata.2025.3593370,FinMem: A Performance-Enhanced LLM Trading Agent With Layered Memory and Character Design,2025-08-04,article,False,closed,20,4,2,0,Yangyang Yu; Haohang Li; Zhi Chen; Yuechen Jiang; Yang Li; Jordan W. Suchow,"We introduceFinMem, a novel Large Language Models (LLM)-based agent framework for financial trading, designed to address the need for automated systems that can transform real-time data into executable decisions.FinMemcomprises three core modules: Profile for customizing agent ch"
10.1109/tbdata.2025.3536924,Hierarchical Multi-Relational Graph Representation Learning for Large-Scale Prediction of Drug-Drug Interactions,2025-01-30,article,False,closed,15,2,4,0,Mengying Jiang; Guizhong Liu; Yuanchao Su; Weiqiang Jin; Biao Zhao,"Most existing methods for predicting drug-drug interactions (DDI) predominantly concentrate on capturing the explicit relationships among drugs, overlooking the valuable implicit correlations present between drug pairs (DPs), which leads to weak predictions. To address this issue"
10.1109/tbdata.2025.3604177,Optimal Transport Barycentric Aggregation for Byzantine-Resilient Federated Learning,2025-08-29,article,False,closed,7,4,2,0,K. Naveen Kumar; Srinivasa Rao Chalamala; Ajeet Kumar Singh; C Krishna Mohan,"Federated learning (FL) has emerged as a promising solution to enable distributed learning without sharing sensitive data. However, FL is vulnerable to data poisoning attacks, where malicious clients inject malicious data during training to compromise the global model. Existing F"
10.1109/tbdata.2025.3570071,Toward High-Quality Spatiotemporal Recommendation: Trajectory Recovery Based on Spatial and Temporal Dependencies,2025-05-14,article,False,closed,5,5,1,0,Yihao Zhao; Chenhao Wang; Hongyu Wang; Shunzhi Zhu; Lisi Chen,"The rapid advancement of location and information technologies has generated a significant volume of human mobility data, which has been extensively utilized in spatiotemporal recommendation systems, including personalized point-of-interest recommendation, route recommendation, a"
10.1109/tbdata.2025.3556612,PViTGAtt-IP: Severity Quantification of Lung Infections in Chest X-Rays and CT Scans via Parallel and Cross-Attended Encoders,2025-03-31,article,False,closed,3,2,4,0,Bouthaina Slika; Fadi Dornaika; Fares Bougourzi; Karim Hammoudi,"The development of a robust and adaptive deep learning technique for the diagnosis of pneumonia and the assessment of its severity was a major challenge. Indeed, both chest X-rays (CXR) and CT scans have been widely studied for the diagnosis, detection and quantification of pneum"
10.1109/tbdata.2025.3566535,Parallel Multi-Scale Deep Supervision Net for Hand Key Point Detection,2025-05-02,article,False,closed,3,2,4,0,Renjie Li; Son N. Tran; Saurabh Garg; Katherine Lawler; Jane Alty; Quan Bai,"Key point detection plays an important role in a wide range of applications. However, predicting key points of small objects such as human hands is a challenging problem. Recent works fuse feature maps of deep Convolutional Neural Networks (CNNs), either via multi-level feature i"
10.1109/tbdata.2025.3533898,Scalable Learning-Based Community-Preserving Graph Generation,2025-01-27,article,False,closed,3,2,4,0,Sheng Xiang; Chenhao Xu; Dawei Cheng; Ying Zhang,"Graph generation plays an essential role in understanding the formation of complex network structures across various fields, such as biological and social networks. Recent studies have shifted towards employing deep learning methods to grasp the topology of graphs. Yet, most curr"
10.1109/tbdata.2024.3524830,Tucker-Based High-Accuracy Multi-Modal Clustering for Social Information Network,2025-01-08,article,False,closed,1,4,2,0,Li Ren; Huazhong Liu; Xiaotong Zhou; Jiawei Wang; Jihong Ding; Laurence T. Yang,"With the explosion of social media platforms, a substantial amount of data is generated from social information network. Tensor-based multi-modal clustering methods have been widely applied in various scenarios of social information network by mining potential correlative relatio"
10.1109/tbdata.2025.3566576,Towards Privacy-Preserving Personalized Federated Relation Classification,2025-05-02,article,False,closed,0,5,1,0,Ning Pang; Xiang Zhao; Weixin Zeng; Zhen Tan; Weidong Xiao,"Relation classification plays a crucial role in detecting semantic relations between annotated entities within text data, serving as a fundamental tool for knowledge structurization. In recent years, federated learning has emerged as a promising approach for training relation cla"
10.1109/tbdata.2025.3566605,Federated Average Clustering Learning Based on Time-Asynchronous Similarity,2025-05-02,article,False,closed,0,5,1,0,Xiaoyao Zheng; Haonan Li; Di Wu; T. Bu; Peng Hu; Ji Zhang,"To address the challenge of non-independent and identically distributed data in federated learning, clustering federated learning extracts local model features from clients and groups clients with high local model similarity into the same cluster to optimize the global model for "
10.1109/tbdata.2025.3598730,PB-TABL: Task Incremental Learning Strategy via Applying Piggyback Architecture on Temporal Attention-Augmented Bilinear Networks for Financial Time-Series Classification,2025-08-13,article,False,closed,0,5,1,0,Reza Paki; Hossein Abbasimehr,"As financial markets continue to grow and generate vast volumes of data, there is a growing need for models capable of being updated incrementally. In this paper, we present PB-TABL, a novel method for financial time-series forecasting that integrates the piggyback (PB) architect"
10.1109/tbdata.2026.3653656,Learn to Cluster Human Mobility Pattern for Post-Disaster Analysis,2026-01-12,article,False,closed,0,4,2,0,Wenjing LI; Jinyu CHEN; Yuhao Yao; Peiran Li; Hill Hiroki Kobayashi; Haoran ZHANG,"Disaster has a great impact on human mobility patterns. Clustering mobility patterns by generalizing group level characteristics from diverse individual trajectories plays a vital role in informing post-disaster recovery strategies. However, predefined clustering criteria or supe"
10.1109/tbdata.2026.3657302,Accelerating Heterogeneous Tensor Parallelism via Flexible Workload Control,2026-01-23,article,False,closed,0,2,4,0,Zhigang Wang; Xu Zhang; Ning Wang; Chuanfei Xu; Yu Gu; Hui Lu,"Transformer-based foundation models are becoming deeper and larger. For fast training, their billions of parameters (tensors) are split onto parallel tasks running on many modern yet expensive accelerators. To amortize the huge hardware investments, it is cost-effective to share "
10.1109/tbdata.2026.3668524,Efficient Dataset Distillation via Generative Pruning,2026-02-27,article,False,closed,0,5,1,0,Yingyi Ma; Muquan Li; Guiduo Duan; Ke Qin; Shuang Liang; Dongyang Zhang,"Dataset distillation (DD) has demonstrated the promise of synthesizing smaller datasets that enable competitive performance. While most of DD methods operate in pixel space, they often suffer from poor scalability on high-resolution datasets. Recent works have thus shifted toward"
10.1109/tbdata.2026.3668597,Design of Granular Fuzzy Relation Models in Horizontal Federated Learning,2026-02-27,article,False,closed,0,5,1,0,Dan Wang; Kai Yu; Witold Pedrycz; Zhiwu Li; Zhenhua Yu; Cong Wang,"Fuzzy relation models play an important role in describing the complex relationships between the antecedent and consequent parts, but suffer from insufficient interpretability and accuracy, and rely on centralized modeling. This paper proposes a granular fuzzy relation model base"
10.1109/tbdata.2026.3728704,Heterogeneous Causal Effects of Mobile Source Emissions on Ozone: A Multi-Source Big Data Fusion and Double Machine Learning Approach,2026-01-01,article,False,closed,0,3,3,0,Xianlong Wang; Zhuoqian Yang; Qian Ge; Ke Han,
10.1109/tbdata.2025.3594239,Hybrid Ensemble Framework for Imbalanced Data Streams With Concept Drift,2025-07-31,article,False,closed,6,1,4,0,Mianfen Lin; Zhiwen Yu; Kaixiang Yang; C. L. Philip Chen,"In the field of online learning, handling imbalanced data streams with concept drift has become a substantial challenge. Research interest in the combined challenges of concept drift and class imbalance is steadily growing. When dealing with concept drift, existing methods usuall"
10.1109/tbdata.2025.3594302,MinoRare: Handling Rare Minority Instances in Imbalanced and Drifting Data Streams Through Adaptive Instance Weighting Scheme,2025-07-31,article,False,closed,3,1,4,0,Hina Farooq; Muhammad Usman; Huanhuan Chen,"The joint occurrence of concept drifts and class imbalance poses a significant challenge to the classification tasks in data streams. Among the various challenges in imbalanced data, rare minority instances deeply embedded within the majority class space present a unique difficul"
10.1109/tbdata.2025.3588078,Multi-View Spectral Clustering on the Grassmannian Manifold With Hypergraph Representation,2025-07-10,article,True,green,3,4,1,0,Murong Yang; Shihui Ying; Xin‐Jian Xu; Yue Gao,"Graph-based multi-view spectral clustering methods have achieved notable progress recently, yet they often fall short in either oversimplifying pairwise relationships or struggling with inefficient spectral decompositions in high-dimensional Euclidean spaces. In this paper, we in"
10.1109/tbdata.2025.3648314,Incremental Causal Graph Learning for Online Cyberattack Detection in Cyber-Physical Infrastructures,2025-12-24,article,False,closed,2,3,2,0,Arun Vignesh Malarkkan; Dongjie Wang; Haoyue Bai; Yanjie Fu,"The escalating threat of cyberattacks on real-time critical infrastructures poses significant risks to public safety, necessitating detection methods that can effectively capture complex system interdependencies and adapt to evolving attack patterns. Traditional real-time anomaly"
10.1109/tbdata.2025.3594244,DAG-EnseFL: DAG-Based Asynchronous Federated Learning With Ensemble Distillation,2025-07-30,article,False,closed,1,4,1,0,Jiewei Chen; Dawei Wu; Shaoyong Guo; Feng Qi; Xuesong Qiu,"In the industrial Internet of Things (IIoT), blockchain technology has been employed to ensure the trustworthiness of federated learning (FL) services. However, the existing framework that combines blockchain and FL suffers from poor training performance and high computational ov"
10.1109/tbdata.2025.3639973,Knockoff-Guided Feature Selection via a Single Pre-Trained Reinforced Agent,2025-12-04,article,False,closed,1,4,1,0,Xinyuan Wang; Dongjie Wang; Wangyang Ying; Rui Xie; Haifeng Chen; Yanjie Fu,"Modern data-driven applications generate vast, complex data that often contain irrelevant, redundant, or noisy features. The task involves selecting the optimal subset of features from a dataset by removing redundant and irrelevant ones to enhance downstream performance. Using re"
10.1109/tbdata.2026.3702346,State Space Models Over Directed Graphs,2026-06-10,article,True,green,0,4,1,0,Jinbo She; Xiangyang Li; Rong-Hua Li; Guoren Wang,"Directed graphs are ubiquitous across numerous domains, where the directionality of edges encodes critical causal dependencies. However, existing GNNs and graph Transformers tailored for directed graphs face two major challenges: (1) effectively capturing long-range causal depend"
10.1109/tbdata.2026.3688998,Bridging Local and Federated Data Normalization in Federated Learning: A Privacy-Preserving Approach,2026-04-29,article,True,hybrid,0,4,1,0,Melih Coşğun; Mert Gençtürk; Sinem Sav,"Data normalization is a crucial preprocessing step for enhancing model performance and training stability. In federated learning (FL), where data remains distributed across multiple parties during collaborative model training, normalization presents unique challenges due to the d"
10.1109/tbdata.2026.3702369,DS-Model: Dual-Stream Driver Distraction Detection Model Based on Guiding Learning,2026-06-10,article,False,closed,0,4,1,0,Binbin Qin; Bolin Zhang; Jiangbo Qian,"Accurate identification of distracted driving behaviour is essential for improving driving safety. At present, deep learning models such as convolutional neural networks (CNNs) and the vision transformer (ViT) are widely used in driving action recognition. However, balancing the "
10.1109/tbdata.2025.3630997,Toward Federated Learning Against Noisy Clients via CLIP-Guided Prototypes,2025-11-10,article,False,closed,2,3,1,0,Zhou Tan; De Li; Jianping Cai; Yirui Huang; Chunpei Li; Ximeng Liu,"Federated Noisy Labels Learning (FNLL) allows global model to be jointly trained on multiple clients with varying degrees of noisy labels while preserving privacy, and despite recent research advances, distinguishing between client clean and noisy samples is still tricky since th"
10.1109/tbdata.2025.3581085,BANG: Billion-Scale Approximate Nearest Neighbour Search Using a Single GPU,2025-06-19,article,False,closed,1,1,3,0,Karthik Venkatasubba; Saim Khan; Somesh Singh; Harsha Vardhan Simhadri; Jyothi Vedurada,"Approximate Nearest Neighbour Search (ANNS) is a subroutine in algorithms routinely employed in information retrieval, pattern recognition, data mining, image processing, and beyond. Recent works have established that graph-based ANNS algorithms are practically more efficient tha"
10.1109/tbdata.2025.3588028,Effective and Efficient Conductance-Based Community Search at Billion Scale,2025-07-10,article,False,closed,4,2,1,0,Longlong Lin; Yue He; Chen We; Pingpeng Yuan; Rong-Hua Li; Tao Jia,"Community search is a widely studied semi-supervised graph clustering problem, retrieving a high-quality connected subgraph containing the user-specified query vertex. However, existing methods primarily focus on cohesiveness within the community but ignore the sparsity outside t"
10.1109/tbdata.2026.3668538,Survey on Federated Unlearning: Challenges and Opportunities,2026-02-27,article,False,closed,4,2,1,1,Hyejun Jeong; Shiqing Ma; Amir Houmansadr,"Federated learning (FL), introduced in 2017, enables collaborative learning across mutually distrusting parties without sharing raw data, enabling privacy-preserving model training. However, emerging regulations and practical demands require models to be able toforgetlearned data"
10.1109/tbdata.2025.3648304,Substructure-Aware Graph Representation Learning via Adaptive Node Absorbing,2025-12-24,article,False,closed,0,2,1,0,Ning Liu; Songlei Jian; Dongsheng Li,"As the pivot to understand the property of the whole graph, substructure extraction plays an essential role in graph representation learning. Following a “convolution + pooling” paradigm, recent progress mainly relies on cluster pooling to achieve substructure compression. Howeve"
10.1109/tbdata.2026.3653627,Modeling Complex Infectious Disease Dynamics by Distinguishing Susceptible Populations,2026-01-13,article,False,closed,0,1,2,0,Siyang Xie; Zhili Zhao; Nana Zhang; Ahui Hu; Li Wan; Ruiyi Yan,"Predicting the dynamics of infectious diseases plays an important role in their prevention and control. However, traditional epidemic models, such as susceptible-infected-recovered (SIR), susceptible-exposed-infected-recovered (SEIR), and their variants, are often inadequate for "
10.1109/tbdata.2025.3552340,MSST: Multi-Scale Spatial-Temporal Representation Learning for Trajectory Similarity Computation,2025-03-18,article,False,closed,6,1,1,0,Li Li; Junjun Si; Jinna Lv; Junting Lu; Jianyu Zhang; Shuaifu Dai,"Computing trajectory similarity is a fundamental task in trajectory analysis. Traditional heuristic methods suffer from quadratic computational complexity, which limits their scalability to large datasets. Recently, Trajectory Representation Learning (TRL) has been extensively st"
10.1109/tbdata.2025.3556639,Split Learning on Segmented Healthcare Data,2025-03-31,article,False,closed,3,1,1,0,Ling Hu; Tongqing Zhou; Zhihuang Liu; Fang Liu; Zhiping Cai,"Sequential data learning is vital to harnessing the encompassed rich knowledge for diverse downstream tasks, particularly in healthcare (e.g., disease prediction). Considering data sensitiveness, privacy-preserving learning methods, based on federated learning (FL) and split lear"
10.1109/tbdata.2025.3575948,Efficient and Tractable Conflict Detection in Knowledge Graphs via Path Analysis,2025-06-02,article,False,closed,3,1,1,0,Y. Wang; Qi Song; Ling Zheng; Xiang‐Yang Li,"Knowledge graphs (KGs), which utilize graph structures to represent real-world facts, are pivotal in information retrieval and artificial intelligence. However, heuristic knowledge graph construction methods will produce errors. Some conflicts, such as expression ambiguities, are"
10.1109/tbdata.2025.3618478,ACJoin: A Low-Latency Multi-Table Join Order Selection Model With Minimum Cost Using Asynchronous Advantage Actor-Critic,2025-10-07,article,False,closed,0,1,1,0,Shaojie Qiao; Chenxu Liu; Nan Han; Kai Xu; Ruiwei Gao; Xindong Wu,"Join order selection is one of the most challenging problems in query optimization and plays an essential role in providing high query performance in Big Data management. Currently, researchers have applied deep reinforcement learning methods, for example, Rejoin and DQ, to join "
10.1109/tbdata.2025.3621145,CAPTOR: Cyber Attack Protection via Temporal Online Graph Representation Learning,2025-10-20,article,False,closed,0,1,1,1,Bishal Lakha; Janet Layne; Edoardo Serra; Francesco Gullo; Sushil Jajodia,"Online intrusion detection systems (IDSs), i.e., tools for detecting live cyberattacks in the form of unauthorized access gained to a (networking) system, play a role of paramount importance in the cybersecurity landscape. Among the plethora of existing IDSs, the ones based on te"
